Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Method,Merchant_Name,Product_Category
fc1b3217-83eb-4e95-9891-0c365dc57345,eb536282-2aee-4929-b424-a7a0bd1e9e72,7118.81,2025-04-25,,MUM-THA,Thane,Mumbai,Debit Card,Clark-Benjamin,
,d045f17e-ce2d-4215-b7eb-9827869ca44f,178.64,2025-04-23,,MUM-X-ERR,THANE,mumbai,UPI,"Daniels, Velasquez and Mclaughlin",clothng
2054e592-101b-4c72-961a-4a6930bf9bd2,e0f02008-24a9-44d7-9b48-c6fb333f117b,5753.14,2025-04-21,FAILED,MUM-THA,Thane,Mumbai,upi,"Torres, Davis and Bennett",Electronics
8503e3b7-1700-4953-a2ae-f5080213d090,7d525a4e-432c-43e4-aa55-8ea53ea7d639,34542.46,2025-04-22,FAILED,MUM-X-ERR,THANE,mumbai,Cash,Robbins Group,Electronics
2a4150de-8852-478e-8633-a286585262b1,,35559.99,2025-04-26, pending,MUM-X-ERR,THANE,mumbai,Debit Card,Stone-Miller,Electronics
,,3289.52,2025-04-26,,MUM-X-ERR,THANE,mumbai,,Buchanan LLC,Toys
42a5af9b-5223-46bb-b6d9-d64d7ae67ecf,8fe1f050-5cf9-4973-b929-eda0bf30070d,6629.17,2025-04-24,,MUM-THA,Thane,Mumbai,Cash,Taylor-Moore,clothng
534fa89b-085e-4e90-b12f-f03e923b6567,82cc3039-1719-444c-9e5d-531a2477536f,5115.55,2025-04-26, pending,MUM-THA,Thane,Mumbai,Cash,Yoder-Spencer,electronics
0d97bade-647a-46e9-9a2d-0d7abac432f8,b7e1cb21-2e80-4748-9e78-c6038ca3c793,1179.13,2025-04-26,FAILED,MUM-THA,Thane,Mumbai,,Brewer and Sons,
,370ebb11-affe-402e-b508-e10c1035ddda,8720.95,2025-04-23,Success,MUM-X-ERR,THANE,mumbai,Cash,Cobb-Chandler,Toys
9522496e-a7c8-49be-9082-140aed00e657,d67e0f37-f4e9-438e-afa7-6c80f7746c4b,5178.56,2025-04-21,Failed,MUM-THA,Thane,Mumbai,,White-Moore,Home Decor
9d6422ce-e8de-4479-911e-b1cdf48783eb,e1add4fa-6974-4aee-bdb1-d20f36cf28af,4516.81,2025-04-23,Failed,MUM-THA,Thane,Mumbai,Cash,Oconnor LLC,Toys
134afb23-95ce-4483-9a97-0edba841588d,8d9a58d8-3c7c-4372-8d9e-6b9fa3ee785f,7378.73,2025-04-27,Failed,MUM-THA,Thane,Mumbai,CASH,Young and Sons,electronics
b3d51708-5d1a-4023-a73f-f5245339eb18,,49570.09,2025-04-23,,MUM-X-ERR,THANE,mumbai,UPI,"Foley, Fernandez and Flores",Electronics
6af9e1cd-444b-4490-8edd-1cfdf08fecf7,a504ee5a-b98b-4459-bd35-de601f45a6d0,29920.37,2025-04-26,,MUM-X-ERR,THANE,mumbai,,"Manning, Snyder and Martin",Groceries
f1204008-3f44-4245-8a33-232564a10253,42d361aa-5526-4b8e-922f-ebcf0501e79e,6400.85,2025-04-24,,MUM-THA,Thane,Mumbai,,"Cochran, Hampton and Carr",Groceries
e4ad77b0-2e32-4832-9dd1-8fcfb99b8d2d,d912d963-d32a-4e06-9a86-040e72633c6a,8941.17,2025-04-26,Pending,MUM-THA,Thane,Mumbai,Net Banking,Lopez and Sons,
0e31275c-297e-43ce-91e3-d17570ad2070,e6acb189-aaae-4222-bf19-ed0f54c39b6d,8059.47,2025-04-26, success ,MUM-THA,Thane,Mumbai,CASH,"Lozano, Higgins and Lewis",Electronics
53ae322e-d147-4235-a537-cd52b53a2800,8eed8d34-f384-4346-945f-4281236603b4,1050.43,2025-04-27,,MUM-THA,Thane,Mumbai,Net Banking,Anderson Inc,electronics
f8da93c8-c0b4-483a-acdb-425ccff440eb,5d433dc2-cb11-4be6-a27c-c456193afe2a,2722.4,2025-04-25,Success,MUM-X-ERR,THANE,mumbai,Cash,"Gibbs, Roy and Kelley",
0b62192a-e224-4224-89a3-e57e2c5b2eb0,7d2b8714-8de0-452a-82d0-af1f43eb756f,15.38,2025-04-26,,MUM-THA,Thane,Mumbai,Credit Card,"Gordon, Boyer and Gonzales",
bd6f6707-b17d-44df-b5e8-f24aaf003b94,5f48087e-e0e6-40c2-b477-caf7b8d7e825,6390.42,2025-04-27,Success,MUM-THA,Thane,Mumbai,Net Banking,Lopez-Walsh,Electronics
cc771505-0f95-45dc-ac9f-180364f3d80f,ca5376ab-c027-4505-ac2c-1148d67da117,4849.56,2025-04-21, pending,MUM-THA,Thane,Mumbai,upi,Smith LLC,electronics
a5396212-634a-45eb-ac2b-e3083c7d53a0,daed71e5-929a-4bab-908e-644114fe9960,290.39,2025-04-27, success ,MUM-THA,Thane,Mumbai,Credit Card,Rodriguez-Jones,
f43f847a-29ba-4dcc-9f2f-f029d5ce9fac,920d5830-ba5b-40e7-9f3b-d35c35c5edf0,5682.55,2025-04-22,FAILED,MUM-X-ERR,THANE,mumbai,upi,Maxwell Ltd,Toys
,ed46d087-c77a-4ed5-aadf-f94193c29f31,4364.75,2025-04-25, pending,MUM-X-ERR,THANE,mumbai,,"Johnson, Turner and Woods",Groceries
82e9dd36-bc23-4b22-9e2b-df8ca75c77c0,d2c07522-9cb1-4954-8e83-2587315eb39f,9161.6,2025-04-23,Pending,MUM-THA,Thane,Mumbai,upi,Ray Group,electronics
97eea179-afd0-43d6-b5dd-e53415286855,f7a87bc5-9bd3-4476-97ca-35a27ff72b20,8275.44,2025-04-22,Pending,MUM-X-ERR,THANE,mumbai,Credit Card,Sanders Ltd,Groceries
1d955056-26db-49dc-bb54-52fd26a3761b,dde2134c-1e3a-4063-a84b-aa23350e0c9a,-81.71,2025-04-26, pending,MUM-THA,Thane,Mumbai,Debit Card,Owens-Keller,electronics
c578f4f4-9b18-476a-9d7b-83630db26722,1dadd807-16d8-4599-ac66-69e6befb3cb8,9628.51,2025-04-22, pending,MUM-THA,Thane,Mumbai,Credit Card,Powell-Anderson,
9e150062-1ef7-4629-8ab6-c1552e42d010,22d00779-724d-4c00-882b-bc6fb8bf6903,9772.86,2025-04-25,,MUM-THA,Thane,Mumbai,Cash,"Newton, Rice and Kim",clothng
9f7b3992-ecec-43f2-b2ac-f0223fa916f9,097a575d-36ce-4d27-bacc-5ea6bf2c857e,9619.82,2025-04-24, success ,MUM-X-ERR,THANE,mumbai,,"Lee, James and Clark",Toys
74916018-2dc8-4e80-a90b-dc3a036ec6cb,cfaeaf3f-aa46-4d26-a07a-b79da68f75ac,8766.68,2025-04-24, success ,MUM-THA,Thane,Mumbai,Cash,"Garcia, Duran and Campbell",Clothing
05d04902-48d1-4e77-9710-d2f519b7a8e8,65108b6f-aedb-4272-8ef2-6cacca32c1eb,4029.62,2025-04-27,Pending,MUM-THA,Thane,Mumbai,CASH,Weeks Inc,Groceries
fb634b0b-539e-4196-aa38-6ce69390e315,,28543.16,2025-04-22,,MUM-X-ERR,THANE,mumbai,UPI,Carlson Group,Clothing
d2bfbcf2-d709-4cc3-8461-a44d20f985d8,d8ccacd5-b35c-448c-b193-4d22976611ee,3953.14,2025-04-25,,MUM-THA,Thane,Mumbai,Credit Card,Griffith-Franco,Clothing
bc6965e7-bdfb-4e2f-8f7a-9bd510e68719,ee426792-ce2c-46df-8051-01e5a7b85447,5173.06,2025-04-23,Pending,MUM-THA,Thane,Mumbai,,"Estrada, Carlson and Anderson",Home Decor
