Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Method,Merchant_Name,Product_Category
cdb8e652-c02f-4878-99b8-a0644a40c1e3,e99badbd-7c5e-4c3d-9f53-67fb82f6b1d9,6556.32,2025-04-23,,DEL-LAJ,LajpatNagar,Delhi,upi,Rodriguez Inc,
d88b0010-614c-44ee-9915-09f11f73d801,e2565ff0-e352-476d-bc0b-950757dd7366,8737.58,2025-04-27,Pending,DEL-LAJ,LajpatNagar,Delhi,CASH,"Wood, Mcintosh and Davis",
f2c6fc30-bb25-411a-a3a1-6aadbdfdf0b6,cfd06e4f-47ab-480d-9165-17e2ae8dc791,2247.88,2025-04-23, success ,DEL-LAJ,LajpatNagar,Delhi,Net Banking,Smith-Reed,electronics
36b37e52-42d8-45ee-bdc7-c359ad351fd0,9c6ecbd2-771e-496c-a3aa-c6ddd732c46f,3842.66,2025-04-21,Pending,DEL-LAJ,LajpatNagar,Delhi,UPI,"Warren, Monroe and Johnson",Groceries
56a18c48-3daf-4586-8300-6ddbcdfa0da7,5e85c0dc-bf93-4d8d-b7e0-c16f86fd457a,7289.44,2025-04-25, success ,DEL-LAJ,LajpatNagar,Delhi,Cash,"Newman, Herring and Simmons",Home Decor
8fd4803f-a236-4d80-834e-1ded521883bd,9ce8f06b-c3f9-4546-9f80-a94e72c5f547,4912.63,2025-04-26,Failed,DEL-LAJ,LajpatNagar,Delhi,Net Banking,"Cunningham, Juarez and Webb",Books
4adde649-bbd0-491e-9974-f8ec220b5b96,94b6572c-a1cd-44c6-a97a-6125ec069695,609.25,2025-04-21,Failed,DEL-LAJ,LajpatNagar,Delhi,,"Mack, Turner and Cruz",electronics
539d2332-7a39-4c7e-8c19-65b32ae647bf,95cf23f1-417d-4af7-83df-a6c467516ef4,1043.45,2025-04-27,FAILED,DEL-X-ERR,LAJPATNAGAR,delhi,Net Banking,"Rice, Brown and Schwartz",Home Decor
dca22fbe-85c2-458f-b3ff-ef07ebff8efe,e84b7b88-6e5d-437c-9fbe-a358a4106163,2872.5,2025-04-26,Pending,DEL-LAJ,LajpatNagar,Delhi,Debit Card,Hines and Sons,clothng
1b63d9e6-82f7-4fc9-8266-2ffd0e85a7d5,8b17e9ed-0175-4981-87aa-216255639141,1352.43,2025-04-25,Failed,DEL-LAJ,LajpatNagar,Delhi,UPI,Boyd-Strickland,Groceries
5f859cc7-42f4-4cef-9869-81d2e2dca438,f445be8d-d89b-47cd-9b86-72851bba0fcd,5199.11,2025-04-23, success ,DEL-LAJ,LajpatNagar,Delhi,Net Banking,"Whitehead, Moore and Campbell",Home Decor
b6c18082-a54c-4e9e-922e-dfed7b7a626e,97e9e120-9ded-4786-900c-1972a47b8f8e,1274.4,2025-04-22,,DEL-X-ERR,LAJPATNAGAR,delhi,Debit Card,Rogers-Robinson,Books
e0838f91-0530-4fdf-9b02-2118e655b0ab,ba6a78d0-259a-4e3b-b94e-b20a02296730,4886.44,2025-04-25, pending,DEL-LAJ,LajpatNagar,Delhi,,"Davidson, Lee and Jones",Books
7c608faa-d8e5-4f0b-8f3a-e537c4310ddd,5dc1aba0-0e3b-4441-b3d0-3eba59d23f31,1108.7,2025-04-23,Failed,DEL-X-ERR,LAJPATNAGAR,delhi,Cash,,Clothing
900e0786-0aa3-4c8a-ae5e-ae54d08cd4b1,1388d21e-6053-42f3-bee5-3a20b7e4590d,6490.0,2025-04-23,,DEL-LAJ,LajpatNagar,Delhi,Cash,"Welch, Brown and Collins",Home Decor
f71337da-ca57-4b12-860a-37ad68481a2f,7b7d91d4-f531-4226-9f2c-da971bbcd2e9,7416.68,2025-04-22,,DEL-LAJ,LajpatNagar,Delhi,CASH,"Elliott, Booker and Roberts",Clothing
6d680a1c-3619-4d80-8eae-0439a863da0f,f3f54308-87d4-4e6d-93fe-da787e39a37c,6083.85,2025-04-21, success ,DEL-LAJ,LajpatNagar,Delhi,Cash,Carroll-Cortez,Books
c5a31caf-bae1-4218-b58b-82e7275877ee,e4783295-8639-4390-b91c-b4a0c5ee3f8c,160.52,2025-04-24,Failed,DEL-LAJ,LajpatNagar,Delhi,CASH,Jones Inc,Electronics
308982ec-d51d-4f01-93de-70ff74c07063,3f98ce50-c01b-45b0-88ab-3a06e27868f2,7750.15,2025-04-26,Success,DEL-LAJ,LajpatNagar,Delhi,Cash,Harvey Inc,clothng
d5608029-697f-4c0f-83b4-e0b9876e4f34,8d489a0c-0e9c-47b9-974f-ae9c75788cd5,1163.26,2025-04-26,Failed,DEL-LAJ,LajpatNagar,Delhi,Cash,Marsh-Young,Books
1b072b29-a310-4440-b899-f21337555406,9234c7c4-cd4d-475e-aa88-cc46f98616f5,2329.03,2025-04-22, success ,DEL-LAJ,LajpatNagar,Delhi,UPI,Reed-Jackson,Electronics
0c1c78e7-ed2d-42eb-a9ed-7ba24f3d3990,f82f9674-0427-42d9-8b0a-dcaf15970500,41146.77,2025-04-25,,DEL-X-ERR,LAJPATNAGAR,delhi,,"Lynch, Pearson and Ramos",Home Decor
982adac8-006a-4215-8d31-83764ac436fa,10200d82-0e17-43c7-b642-528eb064eb84,673.2,2025-04-27, success ,DEL-LAJ,LajpatNagar,Delhi,Debit Card,Anderson Ltd,Books
65f241d4-c851-477c-b066-526eacf324d5,1243cd60-ddd6-49e4-be61-19bc619b62e2,1566.92,2025-04-27,,DEL-LAJ,LajpatNagar,Delhi,Cash,Gray Inc,Toys
c95458de-56b7-4970-a910-7c1f86d25d72,0a7fef8d-742a-48be-8f8e-ce693e617141,1764.03,2025-04-21,FAILED,DEL-LAJ,LajpatNagar,Delhi,,Brown-Smith,Books
