Transaction_ID,Customer_ID,Amount,Date,Status,Branch_ID,Branch_Name,City,Payment_Method,Merchant_Name,Product_Category
67e2189b-f4b4-4704-8edb-6dc82d19bd52,af7d7f21-1bd6-403d-9927-839b11d1ce50,4329.1,2025-04-25,,MUM-X-ERR,BANDRA,mumbai,Credit Card,Snyder-Keller,Electronics
23900c1d-d129-4d13-b7b5-67b4172d2bd0,c146ed52-e73b-4913-94ad-345ae3239264,9724.62,2025-04-21,,MUM-BAN,Bandra,Mumbai,upi,Guerrero Group,Electronics
9d96232d-63d5-4750-8a9f-f50e880061b6,34a63e76-3217-4525-b279-101c93f3503d,6529.44,2025-04-24,,MUM-BAN,Bandra,Mumbai,UPI,Hudson-Gentry,electronics
efca07ae-f17e-4a71-ab22-ec1d4df6ff4f,ea452afd-fb8a-41eb-b7c1-2a4c6f4a454f,6021.12,2025-04-25, success ,MUM-BAN,Bandra,Mumbai,CASH,Aguilar PLC,Groceries
d8feb8de-6779-4b58-82ab-23a0fc862110,0ffa2366-4b4f-4faf-9a3d-c78020a77d78,2502.77,2025-04-25,Success,MUM-BAN,Bandra,Mumbai,Credit Card,"Faulkner, Smith and Castro",Toys
dc7abd16-1c15-4057-9bf7-74cffa8bd601,3c38c3f0-07fb-4920-9d9d-2e4d483edd69,542.18,2025-04-26, pending,MUM-BAN,Bandra,Mumbai,,"Lawrence, Garrett and Joseph",Home Decor
8b8ce7be-6f68-4d65-a1ae-3f2167f1c18b,79912c51-2c64-4adf-a998-c8e1361241be,4919.48,2025-04-22,,MUM-BAN,Bandra,Mumbai,Net Banking,Peters LLC,Clothing
49d93a08-277e-4fbc-aacf-f20fd707cb6d,2023fd4b-ab89-436b-9f6b-9b3fff594778,3720.08,2025-04-22,Pending,MUM-BAN,Bandra,Mumbai,CASH,Jones Inc,clothng
7c98756f-e288-409d-b8a9-b01424dcea07,fd7ee75c-f997-4697-afcd-df50a86de251,8168.19,2025-04-22,FAILED,MUM-BAN,Bandra,Mumbai,,Taylor Group,Clothing
c9f7369f-e4c1-4210-b4be-4b20dc32f8a0,6cfaf2dd-ee28-4ccd-9abb-e46bb2051cec,5311.07,2025-04-23, success ,MUM-BAN,Bandra,Mumbai,upi,Hicks-Arnold,clothng
39ca2826-5af5-4a23-a27c-a9f773363302,01e6ee9a-9ac5-4023-acbd-d9312f900058,8030.45,2025-04-27, success ,MUM-BAN,Bandra,Mumbai,upi,"Young, Shaw and Jenkins",
